SERVICE_CODE,TARIFF_NUMBER,STANDARD_ITEM_CODE,STOP_TYPE_CODE,AUDIT_CREATE_DATE,AUDIT_CRT_USERID,AUDIT_UPDATE_DATE,AUDIT_UPDT_USERID,STANDARD_ITEM_CODE Description,ARTYPE,SERVICE,Invoicable,Distributable,ITYPE_CODE,REV_ACCT,EXP_ACCT,ROLE_CODE,VPSDES,INVSEQ,INVPRINT,UNIT_DEFAULT,REPORTING_CATEGORY,GCS_FLAG,IMS_XREF_CODE
VAN,TANOX 0001,VETR,,12/13/2004 11:50:14 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TANOX 0002,RVPF,,12/13/2004 14:19:17 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TANOX 0002,RVPA,,12/13/2004 14:19:17 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TANOX 0002,VETR,,12/13/2004 14:19:17 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TANOX 0002,VETR,,12/13/2004 14:19:17 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TANOX 0002,VETR,,12/13/2004 14:19:17 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TANOX 0002,VETR,,12/13/2004 14:19:17 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TANOX 0002,VETR,,12/13/2004 14:19:17 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TANOX 0003,RVPF,,12/13/2004 11:19:26 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TANOX 0003,RVPA,,12/13/2004 11:19:26 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TANOX 0003,VETR,,12/13/2004 11:34:18 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TANOX 0003,VETR,,12/13/2004 11:34:18 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TANOX 0003,VETR,,12/13/2004 11:34:18 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TANOX 0003,VETR,,12/13/2004 11:34:18 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TANOX 0003,VETR,,12/13/2004 11:34:18 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
GSH,TANRAD0001,GSH,,6/13/1994,FBR,,,Guaranteed Safe Handling,TRADE,Y,Y,Y,O,3502,3502,B,,811.00,N,,C,N,
EXEC_SRVCE,TANRAD0001,MISC,,6/13/1994,FBR,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
RVP,TANSTA0001,RVPF,,5/21/2002,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TANSTA0001,RVPA,,5/21/2002,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TANTEC0001,RVP,,6/27/2000,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TANTEC0001,RVPA,,6/27/2000,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TARCOU0002,RVP,,8/8/1996,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TARCOU0002,RVPA,,8/8/1996,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TARGET0002,RVP,,8/2/1999,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TARGET0002,RVPA,,8/2/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TARGET0003,VETR,,5/30/2008 7:46:00 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TARGET0003,VETR,,5/30/2008 7:46:00 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TARGET0003,VETR,,5/30/2008 7:46:00 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TARGET0003,VETR,,5/30/2008 7:46:00 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TARGET0003,VETR,,5/30/2008 7:46:00 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
PPS_A,TARGET0003,FRV,,4/9/2009 8:22:13 ,KLESZCZYNS,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
PPS_B,TARGET0003,FRV,,4/9/2009 8:22:13 ,KLESZCZYNS,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
PPS_C,TARGET0003,FRV,,4/9/2009 8:22:13 ,KLESZCZYNS,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
SIVA,TARGET0003,SIVA,,4/9/2009 8:22:13 ,KLESZCZYNS,,,Storage In Transit Valuation,TRADE,Y,Y,Y,O,3507,7305,D,,816.00,Y,PCT,C,N,
RVP,TARGET0003,RVP,,4/10/2009 10:06:58 ,KLESZCZYNS,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TARGET0003,RVPA,,4/10/2009 10:06:58 ,KLESZCZYNS,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TARGET0004,VETR,,8/10/2009 13:33:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TARGET0004,VETR,,8/10/2009 13:33:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TARGET0004,VETR,,8/10/2009 13:33:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TARGET0004,VETR,,8/10/2009 13:33:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TARGET0004,VETR,,8/10/2009 13:33:51 ,KLESZCZYNS,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
PPS_A,TARGET0004,FRV,,8/11/2009 11:16:03 ,KLESZCZYNS,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
PPS_B,TARGET0004,FRV,,8/11/2009 11:16:03 ,KLESZCZYNS,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
PPS_C,TARGET0004,FRV,,8/11/2009 11:16:03 ,KLESZCZYNS,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
FUELSRCHRG,TARGET0004,FUSU,,8/11/2009 12:29:04 ,KLESZCZYNS,,,Fuel Surcharge,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,B,
FUEL_SIT,TARGET0004,FUSC,,8/11/2009 12:29:04 ,KLESZCZYNS,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
FUEL_SITAD,TARGET0004,FUSC,,8/11/2009 12:29:04 ,KLESZCZYNS,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
FUEL_VEH,TARGET0004,FUSV,,8/11/2009 12:29:04 ,KLESZCZYNS,,,Fuel Surcharge Vehicle,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,N,
AUTO,TARGET0005,VETR,,6/10/2014,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
FUELSRCHRG,TARGET0005,FUSU,,6/10/2014,TKINNICK,,,Fuel Surcharge,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,B,
FUEL_SIT,TARGET0005,FUSC,,6/10/2014,TKINNICK,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
FUEL_VEH,TARGET0005,FUSV,,6/10/2014,TKINNICK,,,Fuel Surcharge Vehicle,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,N,
SPORT_UTIL,TARGET0005,VETR,,6/10/2014,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TARGET0005,VETR,,6/10/2014,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TARGET0005,VETR,,6/10/2014,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TARGET0005,VETR,,6/10/2014,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
EMA_CHGSIT,TARGET0005,EMCC,,6/10/2014,TKINNICK,,,Emissions Abatemnt Chg-Cartage,TRADE,Y,Y,Y,A,3105,7305,H,,566.00,Y,PCT,A,N,
EMA_SCVEH,TARGET0005,EMAV,,6/10/2014,TKINNICK,,,Emissions Abatement Chg-Veh,TRADE,Y,Y,Y,A,3105,7305,H,,46.00,Y,PCT,A,N,
EMA_SRCHG,TARGET0005,EMAC,,6/10/2014,TKINNICK,,,Emissions Abatement Charge,TRADE,Y,Y,Y,A,3105,7305,H,,46.00,Y,PCT,A,N,
PPS_A,TARGET0005,FRV,,6/11/2014,TKINNICK,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
PPS_B,TARGET0005,FRV,,6/11/2014,TKINNICK,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
PPS_C,TARGET0005,FRV,,6/11/2014,TKINNICK,,,Full Replacement Value,TRADE,Y,Y,Y,O,3506,3515,B,,812.00,Y,,C,N,
RVP,TARGRO0001,RVPF,,4/14/2008 9:31:04 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TARGRO0001,RVPA,,4/14/2008 9:31:04 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TARGRO0002,VETR,,7/21/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TARGRO0002,VETR,,7/21/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TARGRO0002,VETR,,7/21/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TARGRO0002,VETR,,7/21/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TARGRO0002,VETR,,7/21/2011,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TARGRO0002,RVPF,,7/21/2011,CHOOVER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP,TASTEM0006,RVP,,4/27/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TASTEM0006,RVPA,,4/27/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,TASTEM0006,FFWR,ORIG,4/27/1995 14:11:58 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,TASTEM0006,UPWR,ORIG,4/27/1995 14:11:58 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
AUTO,TAYMOR0002,VETR,,5/14/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TAYMOR0002,RVPF,,5/14/2012,TKINNICK,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TAYMOR0002,RVPA,,5/14/2012,TKINNICK,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
SPORT_UTIL,TAYMOR0002,VETR,,5/14/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TAYMOR0002,VETR,,5/14/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TAYMOR0002,VETR,,5/14/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TAYMOR0002,VETR,,5/14/2012,TKINNICK,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBBUCS0001,RVPF,,10/7/1999,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TBBUCS0001,RVPA,,10/7/1999,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TBBUCS0001,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,TBBUCS0001,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TBBUCS0001,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TBBUCS0001,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TBBUCS0001,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TBBUCS0001,VETR,,10/7/1999,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBBUCS0003,RVPF,,12/3/2001,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TBBUCS0003,RVPA,,12/3/2001,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TBBUCS0003,VETR,,12/3/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TBBUCS0003,VETR,,12/3/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TBBUCS0003,VETR,,12/3/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TBBUCS0003,VETR,,12/3/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TBBUCS0003,VETR,,12/3/2001,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBBUCS0004,RVPF,,6/24/2002,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TBBUCS0004,RVPA,,6/24/2002,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TBBUCS0004,VETR,,6/24/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TBBUCS0004,VETR,,6/24/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TBBUCS0004,VETR,,6/24/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TBBUCS0004,VETR,,6/24/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TBBUCS0004,VETR,,6/24/2002,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBBUCS0007,RVPF,,9/14/2006 14:44:48 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TBBUCS0007,RVPA,,9/14/2006 14:44:48 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TBBUCS0007,VETR,,9/14/2006 14:44:48 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TBBUCS0007,VETR,,9/14/2006 14:44:48 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TBBUCS0007,VETR,,9/14/2006 14:44:48 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TBBUCS0007,VETR,,9/14/2006 14:44:48 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TBBUCS0007,VETR,,9/14/2006 14:44:48 ,KTRAEDER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBBUCS0008,RVPF,,9/21/2006 9:18:48 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TBBUCS0008,RVPA,,9/21/2006 9:18:48 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP_ADDNL,TBMUTI0001,RVPA,,1/6/1998,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
AUTO,TBMUTI0001,VETR,,1/6/1998,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
DUNE_BUGGY,TBMUTI0001,VETR,,1/6/1998,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TBMUTI0001,VETR,,1/6/1998,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TBMUTI0001,VETR,,1/6/1998,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TBMUTI0001,VETR,,1/6/1998,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TBMUTI0001,VETR,,1/6/1998,FBR,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBMUTI0001,RVPF,,1/6/1998,FBR,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
AUTO,TBSINT0001,VETR,,1/5/2012,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK,TBSINT0001,VETR,,1/5/2012,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
TRUCK_CAMP,TBSINT0001,VETR,,1/5/2012,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
SPORT_UTIL,TBSINT0001,VETR,,1/5/2012,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
VAN,TBSINT0001,VETR,,1/5/2012,CHOOVER,,,Vehicle Transportation,TRADE,Y,Y,Y,L,3102,7302,H,,30.00,Y,VEH,A,N,"H, O,  D"
RVP,TBSINT0001,RVPF,,1/5/2012,CHOOVER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP,TBSINT0002,RVPF,,1/5/2012,CHOOVER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
DVP,TCARS 0001,DVP,,10/12/1998,FBR,,,Declared Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,814.00,Y,HND,C,N,
RVP,TCARS 0001,RVP,,10/12/1998,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
UNIT_FINE,TCI   0001,FFWR,ORIG,10/6/1995 16:59:24 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,TCI   0001,UPWR,ORIG,10/6/1995 16:59:24 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,TCI   0001,RVP,,10/6/1995,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TCI   0001,RVPA,,10/6/1995,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TDROWE0002,RVP,,8/20/1997,FBR,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TDROWE0002,RVPA,,8/20/1997,FBR,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
UNIT_FINE,TDROWE0002,FFWR,ORIG,8/20/1997 8:47:42 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,TDROWE0002,UPWR,ORIG,8/20/1997 8:47:42 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
RVP,TDSDAT0001,RVPF,,6/19/2012,CHOOVER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TDSDAT0001,RVPA,,6/19/2012,CHOOVER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TDSTEL0014,RVP,,7/10/2007 9:47:20 ,KTRAEDER,,,Replacement Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,812.00,Y,CWT,C,N,
RVP_ADDNL,TDSTEL0014,RVPA,,7/10/2007 9:47:20 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TDWILL0001,RVPF,,8/7/2003 15:40:26 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
RVP_ADDNL,TDWILL0001,RVPA,,8/7/2003 15:40:26 ,KTRAEDER,,,Add'l Replacement Value Prot.,TRADE,Y,Y,Y,O,3501,3501,B,,813.00,Y,,C,N,
RVP,TEAIND0001,RVPF,,12/8/2004 14:58:32 ,KTRAEDER,,,Replacement Value - Flat Rate,TRADE,Y,Y,Y,O,3502,3502,B,,812.00,N,SHP,C,N,
